Function,Synopsis,Parameter,Type,Mandatory,IsSwitch,Aliases,ParameterSets,AcceptsPipeline,Description
Start-ADTProcessAsUser,Invokes a process in another user's session.,InheritEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether the process running as a user should inherit the SYSTEM account's environment variables.
Start-ADTProcessAsUser,Invokes a process in another user's session.,ExpandEnvironmentVariables,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether to expand any Windows/DOS-style environment variables in the specified FilePath/ArgumentList.
Start-ADTProcessAsUser,Invokes a process in another user's session.,DenyUserTermination,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Specifies that users cannot terminate the process started in their context. The user will still be able to terminate the process if they're an administrator, though."
Start-ADTProcessAsUser,Invokes a process in another user's session.,WindowStyle,ProcessWindowStyle,TRUE,FALSE,,"Default_WindowStyle_NoWait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,"Style of the window of the process executed. Options: Normal, Hidden, Maximized, Minimized. Only works for native Windows GUI applications. If the WindowStyle is set to Hidden, UseShellExecute should be set to $true. Note: Not all processes honor WindowStyle. WindowStyle is a recommendation passed to the process. They can choose to ignore it."
Start-ADTProcessAsUser,Invokes a process in another user's session.,CreateNoWindow,SwitchParameter,TRUE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait",FALSE,Specifies whether the process should be started with a new window to contain it.
Start-ADTProcessAsUser,Invokes a process in another user's session.,StreamEncoding,Encoding,FALSE,FALSE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait",FALSE,"Specifies the encoding type to use when reading stdout/stderr. Some apps like WinGet encode using UTF8, which will corrupt if incorrectly set."
Start-ADTProcessAsUser,Invokes a process in another user's session.,NoStreamLogging,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait",FALSE,Don't log any available stdout/stderr data to the log file.
Start-ADTProcessAsUser,Invokes a process in another user's session.,WaitForMsiExec,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"Sometimes an EXE bootstrapper will launch an MSI install. In such cases, this variable will ensure that this function waits for the msiexec engine to become available before starting the install."
Start-ADTProcessAsUser,Invokes a process in another user's session.,MsiExecWaitTime,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,Specify the length of time in seconds to wait for the msiexec engine to become available.
Start-ADTProcessAsUser,Invokes a process in another user's session.,WaitForChildProcesses,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether the started process should be considered finished only when any child processes it spawns have finished also.
Start-ADTProcessAsUser,Invokes a process in another user's session.,KillChildProcessesWithParent,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specifies whether any child processes started by the provided executable should be closed when the provided executable closes. This is handy for application installs that open web browsers and other programs that cannot be suppressed.
Start-ADTProcessAsUser,Invokes a process in another user's session.,Timeout,TimeSpan,TRUE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout",FALSE,How long to wait for the process before timing out.
Start-ADTProcessAsUser,Invokes a process in another user's session.,TimeoutAction,ActionPreference,FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout",FALSE,What action to take on timeout. Follows ErrorAction if not specified.
Start-ADTProcessAsUser,Invokes a process in another user's session.,NoTerminateOnTimeout,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_Timeout, Default_CreateWindow_Timeout, Default_WindowStyle_Timeout",FALSE,"Indicates that the process should not be terminated on timeout. Only supported for GUI-based applications, or when -CreateNoWindow isn't specified."
Start-ADTProcessAsUser,Invokes a process in another user's session.,SuccessExitCodes,Int32[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,"List of exit codes to be considered successful. Defaults to values set during ADTSession initialization, otherwise: 0"
Start-ADTProcessAsUser,Invokes a process in another user's session.,RebootExitCodes,Int32[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,"List of exit codes to indicate a reboot is required. Defaults to values set during ADTSession initialization, otherwise: 1641, 3010"
Start-ADTProcessAsUser,Invokes a process in another user's session.,IgnoreExitCodes,String[],FALSE,FALSE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,List the exit codes to ignore or * to ignore all exit codes.
Start-ADTProcessAsUser,Invokes a process in another user's session.,PriorityClass,ProcessPriorityClass,FALSE,FALSE,,__AllParameterSets,FALSE,"Specifies priority class for the process. Options: Idle, Normal, High, AboveNormal, BelowNormal, RealTime."
Start-ADTProcessAsUser,Invokes a process in another user's session.,ExitOnProcessFailure,SwitchParameter,FALSE,TRUE,,"Default_CreateNoWindow_Timeout, Default_CreateNoWindow_Wait, Default_CreateWindow_Timeout, Default_CreateWindow_Wait, Default_WindowStyle_Timeout, Default_WindowStyle_Wait",FALSE,Automatically closes the active deployment session via Close-ADTSession in the event the process exits with a non-success or non-ignored exit code.
Start-ADTProcessAsUser,Invokes a process in another user's session.,NoWait,SwitchParameter,TRUE,TRUE,,"Default_CreateNoWindow_NoWait, Default_CreateWindow_NoWait, Default_WindowStyle_NoWait",FALSE,Immediately continue after executing the process.
Start-ADTProcessAsUser,Invokes a process in another user's session.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If `-NoWait` is not specified, returns an object with ExitCode, StdOut, and StdErr output from the process. If `-NoWait` is specified, returns a task that can be awaited. Note that a failed execution will only return an object if either `-ErrorAction` is set to `SilentlyContinue`/`Ignore`, or if `-IgnoreExitCodes`/`-SuccessExitCodes` are used."
Start-ADTServiceAndDependencies,Start a Windows service and its dependencies.,Name,String,TRUE,FALSE,Service,Name,FALSE,Specify the name of the service.
Start-ADTServiceAndDependencies,Start a Windows service and its dependencies.,InputObject,ServiceController,TRUE,FALSE,,InputObject,FALSE,A ServiceController object to start.
Start-ADTServiceAndDependencies,Start a Windows service and its dependencies.,SkipDependentServices,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Choose to skip checking for and starting dependent services.
Start-ADTServiceAndDependencies,Start a Windows service and its dependencies.,PendingStatusWait,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,The amount of time to wait for a service to get out of a pending state before continuing. Default is 60 seconds.
Start-ADTServiceAndDependencies,Start a Windows service and its dependencies.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Return the System.ServiceProcess.ServiceController service object.
Stop-ADTServiceAndDependencies,Stop a Windows service and its dependencies.,Name,String,TRUE,FALSE,Service,Name,FALSE,Specify the name of the service.
Stop-ADTServiceAndDependencies,Stop a Windows service and its dependencies.,InputObject,ServiceController,TRUE,FALSE,,InputObject,FALSE,A ServiceController object to stop.
Stop-ADTServiceAndDependencies,Stop a Windows service and its dependencies.,SkipDependentServices,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Choose to skip checking for and stopping dependent services.
Stop-ADTServiceAndDependencies,Stop a Windows service and its dependencies.,PendingStatusWait,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,The amount of time to wait for a service to get out of a pending state before continuing. Default is 60 seconds.
Stop-ADTServiceAndDependencies,Stop a Windows service and its dependencies.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Return the System.ServiceProcess.ServiceController service object.
Test-ADTBattery,Tests whether the local machine is running on AC power or not.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Outputs an object containing the following properties: - ACPowerLineStatus - BatteryChargeStatus - BatteryLifePercent - BatterySaverEnabled - BatteryLifeRemaining - BatteryFullLifetime - IsUsingACPower - IsLaptop
Test-ADTCallerIsAdmin,Checks if the current user has administrative privileges.,(none),,,,,,,
Test-ADTEspActive,Checks if the device is currently within a device or user Enrollment Status Page (ESP) phase.,(none),,,,,,,
Test-ADTMicrophoneInUse,Tests whether the device's microphone is in use.,(none),,,,,,,
Test-ADTModuleInitialized,Checks if the ADT (PSAppDeployToolkit) module is initialized.,(none),,,,,,,
Test-ADTMSUpdates,Test whether a Microsoft Windows update is installed.,KbNumber,String,TRUE,FALSE,,__AllParameterSets,FALSE,KBNumber of the update.
Test-ADTMutexAvailability,"Wait, up to a timeout value, to check if current thread is able to acquire an exclusive lock on a system mutex.",MutexName,String,TRUE,FALSE,,__AllParameterSets,FALSE,The name of the system mutex.
Test-ADTMutexAvailability,"Wait, up to a timeout value, to check if current thread is able to acquire an exclusive lock on a system mutex.",MutexWaitTime,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,The number of milliseconds the current thread should wait to acquire an exclusive lock of a named mutex. A wait time of -1 milliseconds means to wait indefinitely. A wait time of zero does not acquire an exclusive lock but instead tests the state of the wait handle and returns immediately.
Test-ADTNetworkConnection,Tests for an active local network connection; ethernet/Wi-Fi by default but can test for a number of other connection types.,InterfaceType,NetworkInterfaceType[],FALSE,FALSE,,__AllParameterSets,FALSE,Specifies one or more interface types to test. Defaults to `Ethernet` and `Wireless80211` (Wi-Fi).
Test-ADTOobeCompleted,Checks if the device's Out-of-Box Experience (OOBE) has completed or not.,(none),,,,,,,
Test-ADTPowerPoint,Tests whether PowerPoint is running in either fullscreen slideshow mode or presentation mode.,(none),,,,,,,
Test-ADTRegistryValue,Test if a registry value exists.,Key,String,TRUE,FALSE,,__AllParameterSets,TRUE,Path of the registry key.
Test-ADTRegistryValue,Test if a registry value exists.,Name,Object,TRUE,FALSE,,__AllParameterSets,FALSE,Specify the name of the value to check the existence of.
Test-ADTRegistryValue,Test if a registry value exists.,SID,String,FALSE,FALSE,,__AllParameterSets,FALSE,The security identifier (SID) for a user. Specifying this parameter will convert a HKEY_CURRENT_USER registry key to the HKEY_USERS\$SID format. Specify this parameter from the Invoke-ADTAllUsersRegistryAction function to read/edit HKCU registry settings for all users on the system.
Test-ADTRegistryValue,Test if a registry value exists.,Wow6432Node,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Specify this switch to check the 32-bit registry (Wow6432Node) on 64-bit systems.
Test-ADTServiceExists,Check to see if a service exists.,Name,String,TRUE,FALSE,,__AllParameterSets,FALSE,"Specify the name of the service. Note: Service name can be found by executing ""Get-Service | Format-Table -AutoSize -Wrap"" or by using the properties screen of a service in services.msc."
Test-ADTServiceExists,Check to see if a service exists.,UseCIM,SwitchParameter,FALSE,TRUE,UseWMI,__AllParameterSets,FALSE,Use CIM/WMI to check for the service. This is useful for compatibility with PSADT v3.x.
Test-ADTServiceExists,Check to see if a service exists.,PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Return the WMI service object. To see all the properties use: Test-ADTServiceExists -Name 'spooler' -PassThru | Get-Member
Test-ADTSessionActive,Checks if there is an active ADT session.,(none),,,,,,,
Test-ADTUserIsBusy,"Tests whether the device's microphone is in use, the user has manually turned on presentation mode, or PowerPoint is running in either fullscreen slideshow mode or presentation mode.",(none),,,,,,,
Unblock-ADTAppExecution,Unblocks the execution of applications performed by the Block-ADTAppExecution function.,Tasks,CimInstance[],FALSE,FALSE,,__AllParameterSets,FALSE,Specify the scheduled tasks to unblock.
Uninstall-ADTApplication,"Removes one or more applications specified by name, filter script, or InstalledApplication object from Get-ADTApplication.",InstalledApplication,InstalledApplication[],TRUE,FALSE,,InstalledApplication,TRUE,Specifies the [PSADT.Types.InstalledApplication] object to remove. This parameter is typically used when piping Get-ADTApplication to this function.
Uninstall-ADTApplication,"Removes one or more applications specified by name, filter script, or InstalledApplication object from Get-ADTApplication.",Name,String[],FALSE,FALSE,,Search,FALSE,The name of the application to retrieve information for. Performs a contains match on the application display name by default.
